"simulation","height1","width1","height2","width2","shape","area","size","HtoW","numbFPspecies","days","years","TOTALN","TOTALP","N_to_P","initial_perc_SAV_cover","initial_perc_SAV_cells_occupied","SAV_biomass_per_cell","initial_perc_FP_cover","initial_perc_FP_cells_occupied","FP_biomass_per_cell","initialSAVcells","initial01cells","initial02cells","initial03cells","initial04cells","initialSAVtotmass","initial01totmass","initial02totmass","initial03totmass","initial04totmass","neigh_thresh_SAV","focal_thresh_SAV","amnt_colonize_SAV","neigh_thresh_FP","focal_thresh_FP","amnt_colonize_FP","maxSAVrgr","maxrgr01","maxrgr02","maxrgr03","maxrgr04","lightlimitationSAV","lightlimitation01","lightlimitation02","lightlimitation03","lightlimitation04","halfsatNSAV","halfsatN01","halfsatN02","halfsatN03","halfsatN04","shadingbyFP","lightattenuation","lossSAV","lossFP","uptakeNSAV","uptakeN01","uptakeN02","uptakeN03","uptakeN04","uptakePSAV","uptakeP01","uptakeP02","uptakeP03","uptakeP04","overwinterSAV","overwinter01","overwinter02","overwinter03","overwinter04","wind_shape1","wind_shape2","wind_avg","wind_stdev","prob_down","prob_up","prob_left","prob_right","wind_direction","full_thresh_wind","mix_freq","scenario","propyears_avgFPcover_abovethreshold","propyears_prop_daysFP_abovehalf","avg_avg_FPcover","avg_max_FPcover","avg_firstdayFP","propyears_avgSAVcover_abovethreshold","propyears_prop_daysSAV_abovehalf","avg_avg_SAVcover","avg_max_SAVcover","avg_firstdaySAV","avg_SAVcover_yr01","avg_SAVcover_yr02","avg_SAVcover_yr03","avg_SAVcover_yr04","avg_FPcover_yr01","avg_FPcover_yr02","avg_FPcover_yr03","avg_FPcover_yr04","final_FP01_yr04","final_FP02_yr04","final_FP03_yr04","final_FP04_yr04"
153,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",1,1,99.8937106897245,100,1,0,0,3.68247540694399e-08,1.2675816885229e-07,NA,3.23821142458898,0.0257077948955878,2.83625063208881e-05,3.68247540694399e-08,90.2340661735356,99.812500358233,99.8656408295043,99.8937106897245,100,NA,NA,NA
154,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,1,1,100,30,30,100,100,3000,0,0,0,10000,3e+05,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",1,1,99.8786696348131,100,1,0,0,1.58149586544444e-08,5.44262694502271e-08,NA,1.59322693182509,0.0130301545545249,1.47832145820982e-05,1.58149586544444e-08,92.8059915260172,99.0381182964061,99.8921722219169,99.8786696348131,100,NA,NA,NA
155,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",1,1,99.8943979289344,100,1,0,0,2.10540876096589e-09,7.21316458894899e-09,NA,0.89843433741918,0.00181561244068681,1.96115464378478e-06,2.10540876096589e-09,95.3510579771139,99.8861014325278,99.894307055893,99.8943979289344,100,NA,NA,NA
156,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,5,5,100,1,1,100,500,100,0,0,0,50000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,8.73586322310076e-10,5.97244650849698e-09,NA,1,1,99.9330844877402,100,1,80.9190082450959,99.9249146550739,99.9330811937779,99.9330844877402,4.90037415553917,0.00813874165559115,2.66764179091772e-06,8.73586322310076e-10,3.52965377414635e-12,NA,NA,NA
157,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,5,5,100,5,5,100,500,500,0,0,0,50000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,6.66977816782886e-09,4.55992640018214e-08,NA,0.75,0.75,99.9330844799708,100,1,67.4683357377784,99.8635949053193,99.93306202198,99.9330844799708,23.0788485060433,0.0619401778885363,2.03672716769027e-05,6.66977816782886e-09,2.69486908008803e-11,NA,NA,NA
158,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,5,5,100,15,15,100,500,1500,0,0,0,50000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",1,1,99.8932503833913,100,1,0,0,4.79294734345507e-06,1.65440797023318e-05,NA,18.0333418189601,2.43532848295389,0.0045627557102805,4.79294734345507e-06,87.7255286872055,97.8925147620114,99.8793957913841,99.8932503833913,100,NA,NA,NA
159,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,5,5,100,30,30,100,500,3000,0,0,0,50000,3e+05,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",1,1,99.8900660964901,100,1,0,0,1.1355163847972e-07,4.10766840741625e-07,NA,5.60945162478828,0.028178857439399,3.35111783482438e-05,1.1355163847972e-07,93.8080550770347,99.7458723019925,99.8275122546933,99.8900660964901,100,NA,NA,NA
160,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",1,1,99.8884535174627,100,1,0,0,1.13088555986483e-06,3.91763821097732e-06,NA,4.51330179466037,0.697476736494106,0.00102719994391746,1.13088555986483e-06,93.7874321140126,99.2624844985733,99.8904999067531,99.8884535174627,100,NA,NA,NA
161,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,15,15,100,1,1,100,1500,100,0,0,0,150000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,2.05858440599048e-10,1.40739214129199e-09,NA,1,1,99.9330844886982,100,1,89.8698421230419,99.9310101388293,99.9330836430916,99.9330844886982,2.33197441411364,0.00191891120116743,6.28623180050772e-07,2.05858440599048e-10,8.31754118877118e-13,NA,NA,NA
162,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,15,15,100,5,5,100,1500,500,0,0,0,150000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,1.42476462396929e-09,9.7406865086942e-09,NA,1,1,99.9330844871376,100,1,83.6093109910379,99.9235971044412,99.9330798912481,99.9330844871376,12.9483624013398,0.0132780718229505,4.35075665073453e-06,1.42476462396929e-09,5.75664442524116e-12,NA,NA,NA
163,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,15,15,100,15,15,100,1500,1500,0,0,0,150000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,9.8458588282309e-09,6.7313170658751e-08,NA,0.75,0.75,99.9330844767094,100,1,66.6365075708452,99.8633385756424,99.9330553209377,99.9330844767094,40.4800945340412,0.0916694530095806,3.00659536641449e-05,9.8458588282309e-09,3.97813838143768e-11,NA,NA,NA
164,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,15,15,100,30,30,100,1500,3000,0,0,0,150000,3e+05,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",1,1,99.8924959311748,100,1,0,0,1.92491505220148e-07,6.74763325549019e-07,NA,10.7230931559562,0.131488689869596,0.000186818412856441,1.92491505220148e-07,95.2491125253282,99.7087931413954,99.8928378199244,99.8924959311748,100,NA,NA,NA
165,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,15,15,100,45,45,100,1500,4500,0,0,0,150000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",1,1,99.8940410682418,100,1,0,0,2.22220421352092e-08,7.64872486678795e-08,NA,8.46935933682694,0.0183443643515486,2.05109440781042e-05,2.22220421352092e-08,96.9895502222326,99.8291481623887,99.8519108434312,99.8940410682418,100,NA,NA,NA
166,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,30,30,100,1,1,100,3000,100,0,0,0,300000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,9.49041305100441e-11,6.48830949395562e-10,NA,1,1,99.9330844888627,100,1,93.3862196260008,99.9320155781486,99.9330840702891,99.9330844888627,1.3573708096517,0.000884836096481966,2.89805639635811e-07,9.49041305100441e-11,3.83452343367005e-13,NA,NA,NA
167,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,30,30,100,5,5,100,3000,500,0,0,0,300000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,5.11391030856333e-10,3.49622641590614e-09,NA,1,1,99.9330844883415,100,1,90.7351006627351,99.9296261007252,99.9330828343281,99.9330844883415,6.70896679365636,0.00476770369692284,1.56161801563621e-06,5.11391030856333e-10,2.06623345167139e-12,NA,NA,NA
168,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,30,30,100,15,15,100,3000,1500,0,0,0,300000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,2.46213993251061e-09,1.68329089734703e-08,NA,1,1,99.9330844859597,100,1,83.5540490393454,99.9193474958989,99.9330772719206,99.9330844859597,22.5089080088701,0.0229472228491868,7.51855481662174e-06,2.46213993251061e-09,9.94807414407875e-12,NA,NA,NA
169,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,30,30,100,30,30,100,3000,3000,0,0,0,300000,3e+05,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,2.88300270805969e-08,1.971022099714e-07,NA,0.75,0.75,99.9330844548975,100,1,60.250094018087,99.7163290357793,99.9330064172855,99.9330844548975,58.2070721835947,0.265616262619492,8.80371250856718e-05,2.88300270805969e-08,1.1648535626526e-10,NA,NA,NA
170,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,30,30,100,45,45,100,3000,4500,0,0,0,300000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",1,1,99.7893875472033,100,1,0,0,9.40115012037049e-06,3.17843308578358e-05,NA,20.875509559479,0.196264238235951,0.000397531527306738,9.40115012037049e-06,95.1095620351346,99.1233911431129,99.7768591775947,99.7893875472033,100,NA,NA,NA
171,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,45,45,100,1,1,100,4500,100,0,0,0,450000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,5.62853074769153e-11,3.84805690657692e-10,NA,1,1,99.933084488924,100,1,95.1195439725218,99.9324241995872,99.9330842342913,99.933084488924,0.874419146631238,0.000524824394862697,1.71876603359343e-07,5.62853074769153e-11,2.27416161268373e-13,NA,NA,NA
172,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,45,45,100,5,5,100,4500,500,0,0,0,450000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,3.10778195909638e-10,2.12469690013667e-09,NA,1,1,99.9330844886096,100,1,93.5488648774237,99.9310188175372,99.9330834949309,99.9330844886096,4.51593218870626,0.00289761166780965,9.49013198124681e-07,3.10778195909638e-10,1.2556737715132e-12,NA,NA,NA
173,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,45,45,100,15,15,100,4500,1500,0,0,0,450000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,1.52063657707255e-09,1.03961341696172e-08,NA,1,1,99.9330844871462,100,1,87.6960613964635,99.9248217560728,99.9330800978026,99.9330844871462,17.8229981487332,0.0141761709976795,4.64351769477443e-06,1.52063657707255e-09,6.14400717630834e-12,NA,NA,NA
174,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,45,45,100,30,30,100,4500,3000,0,0,0,450000,3e+05,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,3.92495371280655e-09,2.68337261027463e-08,NA,1,1,99.933084484293,100,1,81.7231714200526,99.9131360587625,99.9330735569575,99.933084484293,30.5160327432623,0.0365788624146955,1.19854993589338e-05,3.92495371280655e-09,1.58584530607711e-11,NA,NA,NA
175,100,100,5,5,"rectangle",10000,"large",1,1,150,4,7,1.75,4,45,45,100,45,45,100,4500,4500,0,0,0,450000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,1.84345963952194e-08,1.26031782007832e-07,NA,0.75,0.75,99.9330844664146,100,1,64.4063692875301,99.7889070822166,99.9330315655485,99.9330844664146,51.3558405790492,0.171492950730057,5.62930440078672e-05,1.84345963952194e-08,7.44834724585979e-11,NA,NA,NA
176,100,100,5,5,"rectangle",10000,"large",1,1,150,4,8,2,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,1.69170372203807e-08,1.16191087512923e-07,NA,0.75,0.75,99.9330844649873,100,1,56.1536917054187,99.5798300860099,99.9330217224429,99.9330844649873,11.9397051507969,0.134081841341628,4.87939637377455e-05,1.69170372203807e-08,6.86677243534364e-11,NA,NA,NA
177,100,100,5,5,"rectangle",10000,"large",1,1,150,4,8,2,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0.25,0.000569708870741938,0.00391292382458878,NA,0.5,0.5,99.9322480218592,100,1,23.1288168700227,48.1700018668746,96.6773609212493,99.9322480218592,54.46027126535,57.7556339465439,1.26772539244271,0.000569708870741938,2.31250929904383e-06,NA,NA,NA
178,100,100,5,5,"rectangle",10000,"large",1,1,150,4,8,2,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",1,1,99.8830407482303,100,1,0,0,1.66766583327323e-07,5.70459356398258e-07,NA,5.39511430381965,0.0856756655205595,0.000106268348143727,1.66766583327323e-07,87.2616642438158,99.782161486774,99.8282264585988,99.8830407482303,100,NA,NA,NA
179,100,100,5,5,"rectangle",10000,"large",1,1,150,4,8,2,4,1,1,100,30,30,100,100,3000,0,0,0,10000,3e+05,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",1,1,99.7211635969263,100,1,0,0,4.99124810945959e-09,1.2779423873457e-08,NA,1.23232845736481,0.00349363470562009,3.60035758606594e-06,4.99124810945959e-09,93.5192720035856,99.8779857614439,99.9027684973413,99.7211635969263,100,NA,NA,NA
180,100,100,5,5,"rectangle",10000,"large",1,1,150,4,8,2,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",1,1,99.8853243278704,100,1,0,0,2.06514632305386e-09,7.15473390687637e-09,NA,0.91870854945851,0.00193949934285471,2.01074360243204e-06,2.06514632305386e-09,95.2209601928677,99.8828106862125,99.902753529679,99.8853243278704,100,NA,NA,NA
181,100,100,5,5,"rectangle",10000,"large",1,1,150,4,8,2,4,5,5,100,1,1,100,500,100,0,0,0,50000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,1.06781330914255e-09,7.33404957571925e-09,NA,1,1,99.9330844876002,100,1,81.2047055518369,99.9233903645402,99.9330809066643,99.9330844876002,4.35168456368481,0.00882511947941766,3.07990351199844e-06,1.06781330914255e-09,4.33434702644603e-12,NA,NA,NA
182,100,100,5,5,"rectangle",10000,"large",1,1,150,4,8,2,4,5,5,100,5,5,100,500,500,0,0,0,50000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,2.0330352664941e-08,1.3963472179236e-07,NA,0.75,0.75,99.9330844667318,100,1,61.8261364137947,99.7803672656601,99.9330342247859,99.9330844667318,29.949780261162,0.163313246541552,5.86390101256629e-05,2.0330352664941e-08,8.25226684030753e-11,NA,NA,NA
183,100,100,5,5,"rectangle",10000,"large",1,1,150,4,8,2,4,5,5,100,15,15,100,500,1500,0,0,0,50000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",1,1,99.9025718708902,100,1,0,0,9.32087005739559e-07,3.26925179401961e-06,NA,14.6177744315431,0.694723016167235,0.000965886727377949,9.32087005739559e-07,88.532546294349,99.3280196728951,99.9005160776149,99.9025718708902,100,NA,NA,NA
184,100,100,5,5,"rectangle",10000,"large",1,1,150,4,8,2,4,5,5,100,30,30,100,500,3000,0,0,0,50000,3e+05,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",1,1,99.8889075948477,100,1,0,0,3.18683768469544e-08,1.10321368497945e-07,NA,5.79625695400725,0.0217225364111077,2.98281276014757e-05,3.18683768469544e-08,93.6902498507495,99.8261459271796,99.8819768568923,99.8889075948477,100,NA,NA,NA
185,100,100,5,5,"rectangle",10000,"large",1,1,150,4,8,2,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",1,1,99.8832813703452,100,1,0,0,1.05674985293217e-08,3.62034203094295e-08,NA,4.32020019590387,0.00972841473873941,1.0156413102942e-05,1.05674985293217e-08,95.4010594913177,99.891426889671,99.8981700613887,99.8832813703452,100,NA,NA,NA
186,100,100,5,5,"rectangle",10000,"large",1,1,150,4,8,2,4,15,15,100,1,1,100,1500,100,0,0,0,150000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,2.98079746711726e-10,2.04729761389769e-09,NA,1,1,99.9330844886289,100,1,89.8690106323132,99.9308630072401,99.9330835163244,99.9330844886289,2.82969002580103,0.00247792200517127,8.59754088172558e-07,2.98079746711726e-10,1.20993159828463e-12,NA,NA,NA
187,100,100,5,5,"rectangle",10000,"large",1,1,150,4,8,2,4,15,15,100,5,5,100,1500,500,0,0,0,150000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,2.60653509044512e-09,1.79024342651083e-08,NA,1,1,99.9330844860636,100,1,82.6541175666823,99.9192879480185,99.9330776757535,99.9330844860636,14.6025633852946,0.0214708437600028,7.51805237708183e-06,2.60653509044512e-09,1.05801524685647e-11,NA,NA,NA
188,100,100,5,5,"rectangle",10000,"large",1,1,150,4,8,2,4,15,15,100,15,15,100,1500,1500,0,0,0,150000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",1,1,99.9022901982928,100,1,0,0,2.92240629353334e-05,0.000101099169608722,NA,30.1529550447474,12.4457213981921,0.0276675776543938,2.92240629353334e-05,85.7628084487913,95.4558105476831,99.802778651609,99.9022901982928,100,NA,NA,NA
